event_cause,corridor,zone,priority,requires_road_closure_bool,hour_sin,hour_cos,dow_sin,dow_cos,latitude,longitude,closure_min,severity
accident,ORR North 2,Unknown,High,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,13.0398967,77.5444783,9.1037502,0
road_conditions,Bellary Road 1,Unknown,High,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,12.9993009,77.583823,175.50373811666665,1
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,13.0390181,77.7400752,122.89680243333333,1
vehicle_breakdown,Non-corridor,Unknown,Low,1,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,12.9794789,77.5105977,153.20900648333333,1
vehicle_breakdown,Mysore Road,Unknown,High,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,12.9620957,77.5636074,94.07856273333333,1
vehicle_breakdown,Bellary Road 1,Unknown,High,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,13.0189117,77.5839803,20.718708183333334,0
pot_holes,Non-corridor,Unknown,Low,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,13.1212,77.6181383,1801.1487678833332,2
vehicle_breakdown,ORR North 2,Unknown,High,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,13.040034,77.5438675,107.86730428333334,1
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,12.9994223,77.5411015,38.377358533333336,0
vehicle_breakdown,Bannerghata Road,Unknown,High,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,12.9278187,77.600452,27.85295405,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,12.9167352,77.5952446,112.04517458333333,1
vehicle_breakdown,Mysore Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,12.9635794,77.5845525,39.481431066666666,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,13.0192054,77.7080819,10.010460816666667,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,13.0449557,77.7482787,15.370875883333333,0
accident,Non-corridor,Unknown,Low,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,13.0167508,77.7036194,45.76001521666667,0
water_logging,Non-corridor,Unknown,Low,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,12.9613839,77.6316873,17293.020157266667,2
others,ORR East 1,Unknown,High,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,12.9495506,77.699682,83.30453795,1
others,Non-corridor,Unknown,Low,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,13.0046931,77.6360591,4.885507283333333,0
road_conditions,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,13.0595733,77.5594,566.6772309666667,2
others,ORR West 1,Unknown,High,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,12.9453679,77.5278975,69.93633795000001,1
vehicle_breakdown,Mysore Road,Unknown,High,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,12.9636634,77.5844901,57.164526783333336,0
vehicle_breakdown,ORR North 2,Unknown,High,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,13.0414567,77.546055,12.689850833333333,0
vehicle_breakdown,ORR West 1,Unknown,High,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,12.9455401,77.5280853,12.721911633333333,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,13.0303304,77.5372822,60.872188933333334,1
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,12.9843032,77.6029397,55.578412783333334,0
vehicle_breakdown,ORR North 2,Unknown,High,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,13.0423323,77.5489953,24.837310600000002,0
vehicle_breakdown,Magadi Road,Unknown,High,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,12.9889559,77.5078589,53.36274408333334,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,13.0446549,77.6434811,26.506782533333332,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,12.9171178,77.5851136,26.544809666666666,0
vehicle_breakdown,Mysore Road,Unknown,High,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,12.95410975,77.54372584,51.91649708333333,0
vehicle_breakdown,Mysore Road,Unknown,High,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,12.9537342,77.5426696,68.26804354999999,1
construction,Non-corridor,Unknown,Low,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,12.9363031,77.7054752,2.2817703166666665,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,12.9919839,77.5753274,43.907065366666664,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,12.9115311,77.5531343,6.4820150000000005,0
vehicle_breakdown,CBD 1,Unknown,High,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,12.9809837,77.6111124,13.161401233333333,0
others,Bannerghata Road,Unknown,High,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,12.8771996,77.59532,28.348933666666667,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,12.9767271,77.5139048,20.946314283333333,0
vehicle_breakdown,ORR West 1,Unknown,High,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,12.9063191,77.5869003,54.41555578333334,0
vehicle_breakdown,Bellary Road 1,Unknown,High,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,12.9928216,77.5834901,27.87250365,0
others,Magadi Road,Unknown,High,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,12.9889708,77.5078533,55.317655916666666,0
vehicle_breakdown,Hosur Road,Unknown,High,0,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,12.919975,77.6200246,70.40309615,1
vehicle_breakdown,ORR East 1,Unknown,High,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,12.9507688,77.6995792,64.34689078333334,1
water_logging,ORR West 1,Unknown,High,0,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,12.9123815,77.5672185,245.19777885,1
vehicle_breakdown,Hosur Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,12.8701487,77.6533914,18.99817295,0
others,Hennur Main Road,Unknown,High,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,13.0412633,77.6224617,4156.1516019,2
road_conditions,Magadi Road,Unknown,High,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,12.9750673,77.5522502,10024.195976733334,2
vehicle_breakdown,Old Madras Road,Unknown,High,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,12.9823019,77.6333868,5.209710783333334,0
vehicle_breakdown,Mysore Road,Unknown,High,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,12.9531858,77.5418331,77.41273774999999,1
vehicle_breakdown,Old Airport Road,Unknown,High,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,12.9610365,77.6383557,69.93821856666666,1
vehicle_breakdown,West of Chord Road,Unknown,High,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,12.9528091,77.5374448,35.05276381666667,0
accident,Non-corridor,Unknown,Low,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.1330567,77.695735,52.07746276666667,0
construction,Non-corridor,Unknown,Low,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,12.9985422,77.6004573,9464.670240516665,2
construction,Non-corridor,Unknown,Low,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,12.9957499,77.6019535,9458.491297233333,2
others,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,12.9747652,77.5770774,17.6889574,0
others,ORR West 1,Unknown,High,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,12.9125622,77.5673106,13.282436566666666,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,12.9735163,77.5797975,33.299465850000004,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,13.0288936,77.5401833,64.56195151666667,1
vehicle_breakdown,Hosur Road,Unknown,High,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,12.9234922,77.61877,35.21883235,0
others,Non-corridor,Unknown,Low,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,12.9560396,77.6211669,31.519939366666666,0
congestion,Hennur Main Road,Unknown,High,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,13.0413786,77.621576,108.22733615,1
vehicle_breakdown,Mysore Road,Unknown,High,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,12.9700189,77.587367,2.2310387166666668,0
vehicle_breakdown,Mysore Road,Unknown,High,0,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,12.9662158,77.6066903,57.2864581,0
vehicle_breakdown,Bannerghata Road,Unknown,High,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,12.8906153,77.598287,61.725270716666664,1
vehicle_breakdown,Non-corridor,Unknown,Low,1,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,12.8387034,77.677288,144.07803846666667,1
vehicle_breakdown,Mysore Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,12.9670049,77.5880678,9.91719885,0
vehicle_breakdown,Bellary Road 1,Unknown,High,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,12.9873679,77.5880617,95.13714321666666,1
vehicle_breakdown,Bellary Road 2,Unknown,High,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,13.1405683,77.6175583,36.75851303333333,0
vehicle_breakdown,Mysore Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,12.9661525,77.606514,135.56645735,1
vehicle_breakdown,ORR North 2,Unknown,High,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,13.0429419,77.5510705,175.78652098333333,1
vehicle_breakdown,Mysore Road,Unknown,High,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,12.9698083,77.5870921,13.030755666666666,0
vehicle_breakdown,Magadi Road,Unknown,High,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,12.9899532,77.5027422,29.79472086666667,0
vehicle_breakdown,Bellary Road 1,Unknown,High,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,12.9982874,77.584033,23.743930483333333,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,13.0187546,77.5575815,50.50448333333333,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,13.0391447,77.5200292,29.0898873,0
vehicle_breakdown,CBD 2,Unknown,High,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,12.9832629,77.5970564,15.373663483333333,0
vehicle_breakdown,Hosur Road,Unknown,High,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,12.8779683,77.6468617,88.63287516666666,1
vehicle_breakdown,Mysore Road,Unknown,High,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,12.9663203,77.6067507,85.63499211666667,1
accident,Non-corridor,Unknown,Low,0,0.25881904510252074,0.9659258262890683,0.0,1.0,12.959984,77.5719862,31.814843783333334,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.0,1.0,0.0,1.0,13.0065695,77.5785283,16.525977933333333,0
others,Magadi Road,Unknown,High,0,0.0,1.0,0.0,1.0,12.9900947,77.5035716,8530.49384115,2
water_logging,Non-corridor,Unknown,Low,0,0.25881904510252074,0.9659258262890683,0.0,1.0,13.0103336,77.697394,1838.5423807833333,2
vehicle_breakdown,ORR East 2,Unknown,High,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,12.99965,77.67486,5.492729283333333,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,13.04013,77.5187098,71.25627258333334,1
tree_fall,Non-corridor,Unknown,Low,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,13.0079479,77.6923977,2289.517529416667,2
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,12.9169884,77.5864023,66.43240593333333,1
others,Non-corridor,Unknown,Low,1,-0.25881904510252157,0.9659258262890681,0.0,1.0,12.9780361,77.5844453,17.762820299999998,0
others,Non-corridor,Unknown,Low,0,0.49999999999999994,0.8660254037844387,0.0,1.0,12.9169501,77.5883272,60.46577085,1
vehicle_breakdown,Mysore Road,Unknown,High,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,12.9611979,77.558602,112.05360535,1
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.49999999999999994,0.8660254037844387,0.0,1.0,12.9170026,77.5888015,55.35562983333333,0
vehicle_breakdown,Bellary Road 1,Unknown,High,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,13.0189656,77.5838671,146.3850152,1
vehicle_breakdown,Bannerghata Road,Unknown,High,0,0.7071067811865476,0.7071067811865476,0.0,1.0,12.8925839,77.5999375,86.29304546666667,1
pot_holes,Magadi Road,Unknown,High,0,0.8660254037844386,0.5000000000000001,0.0,1.0,12.9895592,77.5017408,11570.262349683333,2
vehicle_breakdown,Mysore Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,12.9689732,77.5875001,110.00090083333333,1
congestion,Hennur Main Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,13.041398,77.6223102,115.77675745,1
vehicle_breakdown,West of Chord Road,Unknown,High,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,12.997975,77.553098,43.553649566666664,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,13.0389423,77.5198575,7.989997,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,13.0074068,77.6894547,8.7919678,0
accident,Mysore Road,Unknown,High,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,12.9556017,77.5456522,39.028780866666665,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,13.0353033,77.52756,9.854202483333333,0
vehicle_breakdown,Bellary Road 2,Unknown,High,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,13.0829633,77.59313,105.73423235,1
vehicle_breakdown,ORR East 1,Unknown,High,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,12.935647,77.6933481,82.21110071666666,1
accident,ORR North 1,Unknown,High,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,13.0091574,77.6622936,41.37271345,0
construction,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,13.1173777,77.5777874,1381.6930457333333,2
accident,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,12.9434044,77.5778786,41.838232833333336,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,13.0193245,77.5529483,22.2301904,0
water_logging,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,12.9959395,77.5959461,123.31325763333332,1
pot_holes,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,13.1029761,77.5856628,3388.1434261833333,2
pot_holes,Non-corridor,Unknown,Low,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,13.1028933,77.5855267,3391.064447516667,2
others,Non-corridor,Unknown,Low,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,13.025746,77.5210641,15.814499816666666,0
others,Non-corridor,Unknown,Low,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,12.9795816,77.5819175,1670.6858849166667,2
others,Mysore Road,Unknown,High,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,12.9618689,77.596462,23236.377036383332,2
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,12.9665342,77.5050712,7.453080083333333,0
accident,Airport New South Road,Unknown,High,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,13.0036663,77.6171413,68.80150233333333,1
vehicle_breakdown,Mysore Road,Unknown,High,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,12.9378809,77.5211092,111.61205211666667,1
road_conditions,Magadi Road,Unknown,High,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,12.989572,77.5016956,7234.8082011999995,2
vehicle_breakdown,Mysore Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,12.9680089,77.6004777,125.65330900000001,1
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.0,1.0,0.7818314824680298,0.6234898018587336,12.9982847,77.6722483,38.49233733333333,0
vehicle_breakdown,IRR(Thanisandra road),Unknown,High,0,0.0,1.0,0.7818314824680298,0.6234898018587336,12.93753,77.6274494,91.30090236666666,1
tree_fall,Non-corridor,Unknown,Low,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,12.9715101,77.5684949,26395.0427895,2
pot_holes,Bannerghata Road,Unknown,High,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,12.8602848,77.5902661,14096.174460083334,2
vehicle_breakdown,Non-corridor,Unknown,Low,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,12.9723745,77.5866446,19.639472016666666,0
vehicle_breakdown,Bellary Road 2,Unknown,High,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,13.1036169,77.6005732,59.57834488333333,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,13.0292785,77.5396722,12.384581016666667,0
vehicle_breakdown,Bannerghata Road,Unknown,High,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,12.8570928,77.5889739,16.992135533333332,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,12.9875536,77.4751319,13.267902833333332,0
vehicle_breakdown,Bellary Road 2,Unknown,High,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,13.1340883,77.616595,25.298768399999997,0
vehicle_breakdown,Hosur Road,Unknown,High,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,12.92118559,77.62042489,2.2634015499999998,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,13.0466837,77.5019219,25.79376715,0
vehicle_breakdown,Hosur Road,Unknown,High,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,12.92115128,77.62051642,12.6312672,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,13.0160987,77.562282,16.656762166666667,0
construction,Non-corridor,Unknown,Low,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,13.1188317,77.577265,1311.6875813333331,2
others,Hennur Main Road,Unknown,High,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,13.0414005,77.6226506,8581.651106383333,2
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,13.0567366,77.5467281,6.593964850000001,0
vehicle_breakdown,Mysore Road,Unknown,High,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,12.9520767,77.540499,45.96836663333333,0
vehicle_breakdown,ORR East 2,Unknown,High,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,12.9884265,77.6894444,42.19713446666666,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,12.9939612,77.5957973,54.65853513333333,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,13.0264,77.544019,67.62782723333333,1
others,Bellary Road 1,Unknown,High,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,12.9999193,77.583985,122.96864301666666,1
vehicle_breakdown,Old Airport Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,12.9594917,77.6529369,113.27622685,1
vehicle_breakdown,Tumkur Road,Unknown,High,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,13.0188053,77.553156,66.48960311666666,1
vehicle_breakdown,Mysore Road,Unknown,High,0,0.0,1.0,0.43388373911755823,-0.900968867902419,12.9667558,77.5875476,79.15418580000001,1
accident,Bellary Road 2,Unknown,High,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,13.1067566,77.6006731,22.644470733333332,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,12.9235986,77.5803287,95.58107615,1
others,Non-corridor,Unknown,Low,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,13.0209014,77.5287807,3.5981080333333333,0
vehicle_breakdown,Bannerghata Road,Unknown,High,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,12.9169898,77.5968145,35.7911427,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,13.021709,77.5519174,84.46969001666666,1
vehicle_breakdown,Hosur Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,12.9255742,77.6174592,14.2335291,0
vehicle_breakdown,Old Madras Road,Unknown,High,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,12.9844596,77.6412874,33.554378899999996,0
vehicle_breakdown,Varthur Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,12.95566159,77.72065301,30.59855698333333,0
vehicle_breakdown,Hosur Road,Unknown,High,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,12.9225247,77.6194594,59.47093031666667,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,12.92108,77.5734531,28.422718233333335,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,13.0141472,77.5704446,46.03317931666666,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,13.0288605,77.54001,105.15403339999999,1
vehicle_breakdown,Mysore Road,Unknown,High,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,12.9575137,77.5522652,97.20824538333333,1
vehicle_breakdown,Bellary Road 2,Unknown,High,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,13.147734,77.6187076,35.270044866666666,0
vehicle_breakdown,Mysore Road,Unknown,High,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,12.9541423,77.5436141,24.78094095,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,12.9480623,77.5985345,103.95695343333334,1
others,Mysore Road,Unknown,High,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,12.9520172,77.544036,7852.317056133334,2
vehicle_breakdown,ORR North 1,Unknown,High,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,13.01898142,77.65531138,76.73107366666666,1
vehicle_breakdown,Bellary Road 1,Unknown,High,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,13.0360276,77.5892476,25.963968299999998,0
vehicle_breakdown,Tumkur Road,Unknown,High,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,13.0289783,77.540115,47.135134183333335,0
others,Non-corridor,Unknown,Low,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,13.1198,77.576805,2024.4999115666665,2
accident,Bellary Road 1,Unknown,High,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,13.0251258,77.5852107,52.424526316666665,0
vehicle_breakdown,Hosur Road,Unknown,High,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,12.9255403,77.6175176,21.590795766666666,0
vehicle_breakdown,Non-corridor,Unknown,Low,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,12.9826166,77.569553,149.32047236666668,1
vehicle_breakdown,ORR West 1,Unknown,High,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,12.9047523,77.5857161,21.186916433333334,0
vehicle_breakdown,Old Madras Road,Unknown,High,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,12.9765795,77.611037,64.23054711666667,1
procession,Non-corridor,Unknown,Low,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,13.0162183,77.7092396,6.63138725,0
road_conditions,Bellary Road 2,Unknown,High,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,13.1037653,77.6013994,17146.48260291667,2
vehicle_breakdown,ORR East 1,Unknown,High,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,12.9389553,77.6945893,10.150801150000001,0
tree_fall,Non-corridor,Unknown,Low,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,12.9720969,77.5867421,29120.036457983333,2
